#CODE                                                 ;SED2    ;SWMH;OTHERSWMH;SED1;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
#GREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
baron_greek                                           ;Drungary;Droungarios;;Tourmarches;
baron_female_greek                                    ;Countess;Komissa;;Tourmarchissa;
baron_title_ruler_consort_greek                       ;        ;Droungarios;;Tourmarches;
baron_title_ruler_consort_female_greek                ;        ;Komissa;;Tourmarchissa;
count_greek                                           ;Tourmarches;Tourmarches;;;
count_female_greek                                    ;Tourmarchissa;Tourmarchissa;;;
count_title_ruler_consort_greek                       ;        ;Tourmarches;;;
count_title_ruler_consort_female_greek                ;        ;Tourmarchissa;;;
duke_greek                                            ;Dux     ;Doux;;;Doux
duke_female_greek                                     ;Doukissa;Doukissa;;;
duke_title_ruler_consort_greek                        ;        ;Doux;;Doux;
duke_title_ruler_consort_female_greek                 ;        ;Doukissa;;Doukissa;
king_greek                                            ;Despot  ;Despotes;;Despot;Despot
king_female_greek                                     ;Déspoina;Despoina;;Despoina;
king_title_ruler_consort_greek                        ;        ;Despotes;;Despot;
king_title_ruler_consort_female_greek                 ;        ;Despoina;;Despoina;
emperor_greek                                         ;Basileus;Basileus;;Basileus;Basileus
emperor_female_greek                                  ;Basilissa;Basilissa;;Basilissa;Basilissa
emperor_title_ruler_consort_female_greek              ;        ;Basilissa;;Basilissa;
title_prince_greek                                    ;Caesar  ;Kaisar;;Kaisar;
title_prince_female_greek                             ;Empress ;Kaisarissa;;Kaisarissa;
barony_of_greek                                       ;Kastron of;Kastron;;;
county_of_greek                                       ;Turma of;Tourma;;;
duchy_of_greek                                        ;Theme of;Thema;;;
kingdom_of_greek                                      ;Despotate of;Despotate of;;Despotate of;
city_baron_greek                                      ;Kephale ;Kephale;;Kephale;
city_count_greek                                      ;Archon  ;Archon;;Archon;
city_duke_greek                                       ;Protarchon;Protarchon;;Protarchon;
city_king_greek                                       ;Protodoux;Protodoux;;Protodoux;
city_emperor_greek                                    ;Grand Sire;Megas Kyrios;;Megas Kyrios;
city_barony_of_greek                                  ;Katepanikion of;Kephalatikion;;;
city_county_of_greek                                  ;Polis of;Polis;;;
city_duchy_of_greek                                   ;Politeia of;Politeia;;;
city_kingdom_of_greek                                 ;Archipoliteia of;Archipoliteia;;;
city_empire_of_greek                                  ;Dynasty of;Dynasteia;;;
temple_count_greek                                    ;Bishop  ;Episkopos;;;
temple_duke_greek                                     ;Archbishop;Archiepiskopos;;;
vice_royalty_count_greek                              ;Strategos;Strategos;;;
vice_royalty_duke_greek                               ;Strategos;Strategos;;;
vice_royalty_king_greek                               ;Exarch  ;Exarchos;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
#SWEDISH,,DANISH,and,NORWEGIAN,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
baron_danish                                          ;Herra   ;Herra;;;
baron_gothic                                          ;Herra   ;Herra;;;
baron_icelandic                                       ;Herra   ;Herra;;;
baron_swedish                                         ;Herra   ;Herra;;;
baron_norwegian                                       ;Herra   ;Herra;;;
baron_female_danish                                   ;Mistress;Frú;;;
baron_female_gothic                                   ;Mistress;Frú;;;
baron_female_icelandic                                ;Mistress;Frú;;;
baron_female_swedish                                  ;Mistress;Frú;;;
baron_female_norwegian                                ;Mistress;Frú;;;
count_norse                                           ;Thegn   ;Thane;;;
count_danish                                          ;Herra   ;Herra;;;
count_icelandic                                       ;Landnámaður;Landnámaður;;;
count_gothic                                          ;Herra   ;Herra;;;
count_swedish                                         ;Herra   ;Herra;;;
count_norwegian                                       ;Lendmann;Lendr maðr;;;
count_female_icelandic                                ;Mistress;Frú;;;
count_female_gothic                                   ;Mistress;Frú;;;
count_female_danish                                   ;Mistress;Frú;;;
count_female_swedish                                  ;Mistress;Frú;;;
count_female_norwegian                                ;Mistress;Frú;;;
duke_danish                                           ;Jarl    ;Jarl;;Jarl;
duke_icelandic                                        ;Jarl    ;Jarl;;Jarl;
duke_gothic                                           ;Jarl    ;Jarl;;Jarl;
duke_swedish                                          ;Jarl    ;Jarl;;Jarl;
duke_norwegian                                        ;Jarl    ;Jarl;;Jarl;
duke_female_danish                                    ;Mistress;Frú;;;
duke_female_gothic                                    ;Mistress;Frú;;;
duke_female_icelandic                                 ;Mistress;Frú;;;
duke_female_swedish                                   ;Mistress;Frú;;;
duke_female_norwegian                                 ;Mistress;Frú;;;
king_danish                                           ;King    ;Konungr;;;
king_gothic                                           ;King    ;Konungr;;;
king_icelandic                                        ;King    ;Konungr;;;
king_norse                                            ;King    ;Konungr;;;
king_swedish                                          ;King    ;Konungr;;;
king_norwegian                                        ;King    ;Konungr;;;
king_female_norse                                     ;Queen   ;Dróttning;;;
king_female_icelandic                                 ;Queen   ;Dróttning;;;
king_female_gothic                                    ;Queen   ;Dróttning;;;
king_female_danish                                    ;Queen   ;Dróttning;;;
king_female_swedish                                   ;Queen   ;Dróttning;;;
king_female_norwegian                                 ;Queen   ;Dróttning;;;
emperor_icelandic                                     ;Caesar  ;Keisari;;;
emperor_gothic                                        ;Caesar  ;Keisari;;;
emperor_norse                                         ;Caesar  ;Keisari;;;
emperor_danish                                        ;Caesar  ;Keisari;;;
emperor_swedish                                       ;Caesar  ;Keisari;;;
emperor_norwegian                                     ;Caesar  ;Keisari;;;
emperor_female_gothic                                 ;Caesar  ;Keisaraynja;;;
emperor_female_icelandic                              ;Caesar  ;Keisaraynja;;;
emperor_female_norse                                  ;Caesar  ;Keisaraynja;;;
emperor_female_danish                                 ;Caesar  ;Keisaraynja;;;
emperor_female_swedish                                ;Caesar  ;Keisaraynja;;;
emperor_female_norwegian                              ;Caesar  ;Keisaraynja;;;
baron_title_ruler_consort_gothic                      ;        ;Herra;;;
baron_title_ruler_consort_icelandic                   ;        ;Herra;;;
baron_title_ruler_consort_danish                      ;        ;Herra;;;
baron_title_ruler_consort_swedish                     ;        ;Herra;;;
baron_title_ruler_consort_norwegian                   ;        ;Herra;;;
baron_title_ruler_consort_female_gothic               ;        ;Frú;;;
baron_title_ruler_consort_female_icelandic            ;        ;Frú;;;
baron_title_ruler_consort_female_danish               ;        ;Frú;;;
baron_title_ruler_consort_female_swedish              ;        ;Frú;;;
baron_title_ruler_consort_female_norwegian            ;        ;Frú;;;
count_title_ruler_consort_gothic                      ;Herra   ;Herra;;;
count_title_ruler_consort_icelandic                   ;        ;Herra;;;
count_title_ruler_consort_danish                      ;Herra   ;Herra;;;
count_title_ruler_consort_swedish                     ;Herra   ;Herra;;;
count_title_ruler_consort_norwegian                   ;        ;Herra;;;
count_title_ruler_consort_female_gothic               ;        ;Frú;;;
count_title_ruler_consort_female_icelandic            ;        ;Frú;;;
count_title_ruler_consort_female_danish               ;        ;Frú;;;
count_title_ruler_consort_female_swedish              ;        ;Frú;;;
count_title_ruler_consort_female_norwegian            ;        ;Frú;;;
duke_title_ruler_consort_gothic                       ;Herra   ;Herra;;;
duke_title_ruler_consort_icelandic                    ;Herra   ;Herra;;;
duke_title_ruler_consort_danish                       ;Herra   ;Herra;;;
duke_title_ruler_consort_swedish                      ;Herra   ;Herra;;;
duke_title_ruler_consort_norwegian                    ;Herra   ;Herra;;;
duke_title_ruler_consort_female_gothic                ;        ;Frú;;;
duke_title_ruler_consort_female_icelandic             ;        ;Frú;;;
duke_title_ruler_consort_female_danish                ;        ;Frú;;;
duke_title_ruler_consort_female_swedish               ;        ;Frú;;;
duke_title_ruler_consort_female_norwegian             ;        ;Frú;;;
duke_title_ruler_consort_female_norse                 ;        ;Frú;;;
title_ruler_consort_gothic                            ;        ;Konungr;;;
title_ruler_consort_icelandic                         ;        ;Konungr;;;
title_ruler_consort_danish                            ;        ;Konungr;;;
title_ruler_consort_swedish                           ;        ;Konungr;;;
title_ruler_consort_norwegian                         ;        ;Konungr;;;
title_ruler_consort_norse                             ;        ;Konungr;;;
title_ruler_consort_female_gothic                     ;        ;Dróttning;;;
title_ruler_consort_female_icelandic                  ;        ;Dróttning;;;
title_ruler_consort_female_norse                      ;        ;Dróttning;;;
title_ruler_consort_female_danish                     ;        ;Dróttning;;;
title_ruler_consort_female_swedish                    ;        ;Dróttning;;;
title_ruler_consort_female_norwegian                  ;        ;Dróttning;;;
emperor_title_ruler_consort_danish                    ;        ;Keisari;;;
emperor_title_ruler_consort_swedish                   ;        ;Keisari;;;
emperor_title_ruler_consort_icelandic                 ;        ;Keisari;;;
emperor_title_ruler_consort_gothic                    ;        ;Keisari;;;
emperor_title_ruler_consort_norwegian                 ;        ;Keisari;;;
emperor_title_ruler_consort_norse                     ;        ;Keisari;;;
emperor_title_ruler_consort_female_danish             ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_swedish            ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_norwegian          ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_icelandic          ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_norse              ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_gothic             ;        ;Keisaraynja;;;
title_prince_swedish                                  ;Prince  ;Prins;;;
