#CODE   ;SED2    ;SWMH;OTHERSWMH;SED1;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,;;;;;
########################################,,,,,,,,,,,,,,;;;;;
#Norwegian,,,,,,,,,,,,,,;;;;;
########################################,,,,,,,,,,,,,,;;;;;
PROV271 ;Vestfold;Vestfold;c_vestfold;;Vestfold
PROV272 ;Vingulmark;Vingulmörk;c_akershus;;Akershus
PROV296 ;Ranrike ;Ránríki;c_viken;;Viken
PROV270 ;Telemark;Þelamørk;c_telemark;;Telemark
PROV268 ;Agder   ;Egðafylki;c_agder;;Agder
PROV274 ;Hordaland;Horðaland;c_bergenshus;;Bergenshus
PROV269 ;Ryfylke ;Rygjafylki;c_rogaland;;Rogaland
PROV391 ;Nordmøre;Norðmœri;c_nordland;;Nordland
PROV275 ;Strinda ;Strindafylki;c_trondelag;;Nidaros
PROV278 ;Hålogaland;Hálogaland;c_halogaland;;Hålogaland
PROV277 ;Namdalen;Naumdœlfylki;c_naumadal;;Naumadal
PROV389 ;Finnmark;Finnmörk;c_finnmark,Finnmárku;;Finnmark
PROV276 ;Hedmark ;Heiðmørk;c_hedmark;;Hedmark
PROV282 ;Jämtland;Jamtaland;c_jamtland;;Jämtland
PROV284 ;Härjedalen;Herjárdalr;c_herjedalen;;Herjedalen
PROV273 ;Ringerike;Hringaríki;c_oppland;;Oppland
########################################,,,,,,,,,,,,,,;;;;;
#Danish,,,,,,,,,,,,,,;;;;;
########################################,,,,,,,,,,,,,,;;;;;
PROV6   ;Blekinge;Blekyngh;c_blekinge;;Blekinge
PROV264 ;Istedsyssel;Istathesysæl;c_slesvig,Schleswig,Sleswig;;Slesvig
PROV265 ;Funen   ;Fyun;c_fyn;;Fyn
PROV266 ;North Zealand;Nørræ Syaland;c_sjaelland;;Sjælland
PROV267 ;Åbosyssel;Abosysæl;c_jylland;;Jylland
PROV302 ;Southern Halland;Syndræ Halland;c_halland;;Halland
PROV303 ;Western Scania;Væstær Skane;c_skane;;Skåne
PROV305 ;Bornholm;Burghændæholm;c_bornholm,Borgundarhólmi;;Bornholm
########################################,,,,,,,,,,,,,,;;;;;
#Swedish,,,,,,,,,,,,,,;;;;;
########################################,,,,,,,,,,,,,,;;;;;
PROV298 ;Njudung ;Njudung;c_smaland;;Värend
PROV294 ;Närke   ;Nerike;c_narke,Nerike,Nerke;;Närke
PROV297 ;Lödöse  ;Lödöse;c_vastergotland,Lødøse;;Västergötland
PROV288 ;Värmland;Värmilland;c_varmland,Vermland,Værmland;;Värmland
PROV285 ;Alir    ;Alir;c_halsingland;;Hälsingland
PROV283 ;Sunded  ;Sunded;c_medelpad;;Medelpad
PROV280 ;Norrland;Norrland;c_vasterbotten,Norlanti;;Västerbotten
PROV290 ;Tiundaland;Tiundaland;c_uppland;;Uppland
########################################,,,,,,,,,,,,,,;;;;;
#Polish,,,,,,,,,,,,,,;;;;;
########################################,,,,,,,,,,,,,,;;;;;
PROV428 ;Kujawy  ;Kujawy;c_kujawy;;Kujawy
PROV429 ;Gniezno ;Gniezno;c_gnieznienskie,Gnesen;;Gniezno
PROV430 ;Lebus   ;Lubusz;c_lubusz,Lubusz,Lubuš,Lebus;;Lubusz
PROV431 ;Poznan  ;Poznan;c_poznanskie,Posen;;Poznan
PROV432 ;Kalisz  ;Kalisz;c_kaliskie;;Kalisz
PROV435 ;Glogów  ;Glogów;c_lower_silesia,Glogau;;Upper Silesia
PROV434 ;Wroclaw ;Wroclaw;c_upper_silesia,Breslau;;Lower Silesia
