#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wrymouth_death;of health complications due to wrymouth;;;;;;;;;;;;;x
COMPL_GIANT;giant;;;;;;;;;;;;;x
COMPL_FLEET_FOOT;fleet foot;;;;;;;;;;;;;x
COMPL_SWIFT;swift;;;;;;;;;;;;;x
INSULT_TWINKLE_TOES;twinkle toes;;;;;;;;;;;;;x
INSULT_TWINKLE_TOED;twinkle toed;;;;;;;;;;;;;x
COMPL_SHARP;sharp;;;;;;;;;;;;;x
COMPL_HONEY_VOICE;honey-voiced;;;;;;;;;;;;;x
COMPL_MIGHTY_VOICE;mighty-voiced;;;;;;;;;;;;;x
INSULT_DOUBLE_HANDED;double-handed;;;;;;;;;;;;;x
INSULT_LEFT_HANDED;left handed;;;;;;;;;;;;;x
INSULT_LEFT_HANDED_FREAK;left handed freak;;;;;;;;;;;;;x
COMPL_DEFT;deft;;;;;;;;;;;;;x
INSULT_DROOLING;drooling;;;;;;;;;;;;;x
INSULT_DEAF;deaf;;;;;;;;;;;;;x
COMPL_DAYDREAMER;daydreamer;;;;;;;;;;;;;x
INSULT_CUCKOOHEAD;cuckoohead;;;;;;;;;;;;;x
INSULT_OBLIVIOUS;oblivious;;;;;;;;;;;;;x
COMPL_WELL_ENDOWED;well-endowed;;;;;;;;;;;;;x
INSULT_PHALLUS;phallus;;;;;;;;;;;;;x
INSULT_COCKY;cocky;;;;;;;;;;;;;x
INSULT_TITS;tits;;;;;;;;;;;;;x
COMPL_IMPOSING;imposing;;;;;;;;;;;;;x
INSULT_SCARY;scary;;;;;;;;;;;;;x
INSULT_CREEP;creep;;;;;;;;;;;;;x
nick_longshanks;Longshanks;;;;;;;;;;;;;x
nick_wrymouth;Wrymouth;;;;;;;;;;;;;x
nick_deaf;the Deaf;;;;;;;;;;;;;x
nick_swift;the Swift;;;;;;;;;;;;;x
nick_the_terrifying;the Terrifying;;;;;;;;;;;;;x
absentminded;Absent-Minded;;;;;;;;;;;;;x
absentminded_desc;This erratic character was born with a scatterbrained temperament. [Root.GetSheHe] tends to forget things easily, get distracted too easily, or both. This behavior may be endearing to some, but to others it is an annoyance.;;;;;;;;;;;;;x
agile;Agile;;;;;;;;;;;;;x
agile_desc;This character is nimbler and quicker than most.;;;;;;;;;;;;;x
ambidextrous;Ambidextrous;;;;;;;;;;;;;x
ambidextrous_desc;This character can naturally use both hands with equal skill. As a result, [Root.GetSheHe] is more efficient in whatever [Root.GetSheHe] does, whether it is swinging swords or writing letters.;;;;;;;;;;;;;x
calm_voice;Calm Voice;;;;;;;;;;;;;x
calm_voice_desc;This character's voice is naturally soothing. While it is neither powerful nor melodious, its mildness can calm even the angriest of people, and slyly persuade even the most skeptical of men.;;;;;;;;;;;;;x
deaf;Deaf;;;;;;;;;;;;;x
deaf_desc;This character is hard of hearing, or, worse, cannot hear at all. Such a disability limits [Root.GetHerHis] ability to function.;;;;;;;;;;;;;x
fertile;Fertile;;;;;;;;;;;;;x
fertile_desc;This character has been blessed with a propensity for easily having children.;;;;;;;;;;;;;x
imposing;Imposing;;;;;;;;;;;;;x
imposing_desc;Whether because of [Root.GetHerHis] physical stature or just [Root.GetHerHis] typical complexion, this character has a striking posture and a commanding presence. To some, [Root.GetSheHe] is even terrifying at times.;;;;;;;;;;;;;x
lefthanded;Lefthanded;;;;;;;;;;;;;x
lefthanded_desc;This character is better at using [Root.GetHerHis] left hand than [Root.GetHerHis] right hand. It offers [Root.GetHerHim] many advantages when dealing with others, but it is viewed as impious by religious authorities.;;;;;;;;;;;;;x
melodious_voice;Silver Tongue;;;;;;;;;;;;;x
melodious_voice_desc;This character is said to have a pleasing voice, and can sing wonderfully. Somehow, when [Root.GetSheHe] talks, everyone simply listens.;;;;;;;;;;;;;x
